airport_name,far_description,investigation_type,report_status,longitude,total_minor_injuries,number_of_engines,registration_number,total_serious_injuries,publication_date,airport_code,air_carrier,location,aircraft_category,schedule,accident_number,latitude
Phoenix Deer Valley,091,Accident,"The pilot's failure to properly inhibit the landing gear transmission motor consistent with the emergency landing gear extension procedure, which precluded the full extension of the landing gear. Contributing to the accident was the airplane's electrical system anomaly, which rendered the gear position indicator inoperative.",0112457W,0.0,2.0,N8747Y,0.0,25-09-2020,DVT,,"Phoenix, AZ",Airplane,,WPR13LA060,334118N
,NUSC,Incident,,,0.0,,HP1371CM,0.0,03-11-2020,,Copa Airlines Columbia,"Bogota, Colombia",,SCHD,DCA13WA031,
Van Nuys,091,Accident,"A partial loss of engine power during cruise flight due to fatigue fractures of two crankshaft gear teeth from corrosion pitting, which resulted in an off-airport forced landing and collision with obstacles on the ground. ",1183125W,0.0,1.0,N5229U,2.0,25-09-2020,VNY,Clipper 29 Uniform LLC,"Van Nuys, CA",Airplane,,WPR13LA052,341434N
,091,Accident,"A total loss of engine power due to oil starvation after the oil filler cap separated from the oil filler tube during flight due to corrosion. Contributing to the accident was the pilot's failure to maintain airspeed during low altitude operations, which precipitated the onset of a stall.",0009300W,1.0,1.0,N322D,0.0,25-09-2020,,"Jack  C. Murrell, Jr","DeRidder, LA",Airplane,,CEN13LA072,305124N
,091,Accident,"The pilot's failure to maintain clearance with terrain while maneuvering in a remote mountainous region. Contributing to the accident was the pilot's improper decision to traverse the remote mountainous area in high-density altitude conditions with the airplane near its maximum gross weight. Contributing to the delay in the search and rescue (SAR) was the lack of a 406-MHz ELT signal, which would have allowed SAR responders to initiate a more timely search and find the accident site more quickly.",0112728W,0.0,1.0,N8314E,0.0,25-09-2020,,Matthew W Ahrens,"Aurora, UT",Airplane,,WPR13FA061,385714N
Lebanon State Airport,091,Accident,"The pilot's decision to perform aerobatics in an airplane that was prohibited from aerobatics as stated in its operating limitations document, which resulted in the failure of the right wing spar.",1225219W,0.0,1.0,N424D,0.0,25-09-2020,KS30,Timothy Carter,"Scio, OR",Airplane,,WPR13FA056,443745N
Corona,091,Accident,"The pilot's failure to maintain clearance between the helicopters main rotor blades and the metal canopy of a fuel island.",0117369W,0.0,1.0,N4204A,0.0,14-06-2021,AJO,LAW OFFICES OF JAMES C BECHLER PC,"Corona, CA",Helicopter,,WPR13FA054,335352N
,091,Accident,"The pilots decision to continue the flight into an area of extreme weather, which led to the in-flight encounter with a thunderstorm and structural failure of the wings and tail.",0945626W,0.0,2.0,N67SR,0.0,25-09-2020,,,"Wells, TX",Airplane,,CEN13FA073,312814N
,133,Accident,"The pilots failure to prevent the helicopter from entering a vortex ring state (settling with power) condition during an external load operation, which resulted in the helicopters main rotor blades impacting the truck.",1232316W,0.0,1.0,N163PJ,1.0,25-09-2020,,P J HELICOPTERS INC,"Sheridan, OR",Helicopter,,WPR13CA057,045619N
,133,Accident,"The improper maintenance of the helicopter fuel system that resulted in erroneous fuel gauge indications and the pilots inadequate fuel management, both of which resulted in fuel exhaustion during a long-line hover. Also causal was the lack of company procedures to ensure adequate maintenance and fuel planning.",1001428W,1.0,1.0,N28MP,0.0,25-09-2020,,Brim Equipment Leasing Inc,"Childress, TX",Helicopter,,CEN13FA075,342513N
Capital Region IAP,091,Accident,A loss of engine power due to the loss of fuel flow through the airplane's fuel tank selector valve.,0843510W,0.0,1.0,N1912Q,0.0,25-09-2020,LAN,"Partners For Neighborhood Group, Inc.","Lansing, MI",Airplane,,CEN13LA076,424643N
PRIVATE,091,Accident,"The pilots failure to monitor, recognize, and identify obstacles on approach to landing, which resulted in an inadvertent collision with power lines. Contributing to the accident was the pilots expectation and assumption that there were no above-ground power lines in the area.",0922632W,1.0,1.0,N94973,0.0,25-09-2020,NONE,William A. Konicek,"Clutier, IA",Airplane,,CEN13FA078,042510N
Merritt Island,091,Accident,"The pilot's improper decision to continue a cross-country flight as a primary control (aileron) system anomaly progressively worsened. Contributing to the accident was an aileron control system anomaly, the reason for which could not be determined because the aileron control system could not be tested due to impact damage, and the pilots inability to compensate for crosswind conditions encountered during the approach due to the aileron problem.",0080417W,1.0,1.0,N155JD,1.0,25-09-2020,COI,,"Merritt Island, FL",Airplane,,ERA13LA069,282020N
,091,Accident,The glider pilot's inability to locate an area of thermal lift.,1052721W,0.0,0.0,N9929J,1.0,25-09-2020,,SOARING SOCIETY OF BOULDER INC,"Boulder, CO",Glider,,CEN13CA079,040348N
Blair Municipal,091,Accident,The pilot's loss of control due to physical incapacitation.,0961326W,0.0,1.0,N720RC,0.0,25-09-2020,KBTA,Herrick V. Robert,"Blair, NE",Airplane,,CEN13FA081,415433N
,135,Accident,"The total loss of engine power as a result of a fractured compressor turbine blade due to fatigue cracking. 
",1005813W,0.0,1.0,N1324G,1.0,25-09-2020,,Martinaire Aviation LLC,"Bryans Corner, OK",Airplane,NSCH,CEN13FA080,036370N
,091,Accident,Mast bumping for reasons that could not be determined because one main rotor blade was not recovered.,0822553W,0.0,1.0,N2626N,0.0,25-09-2020,,FLY N CHOPPERS,"Apollo Beach, FL",Helicopter,,ERA13FA070,274650N
,091,Accident,"The descent and overstress of the airplane during the descent, which resulted in the in-flight breakup of the airplane.",0080408W,0.0,1.0,N118GG,0.0,25-09-2020,,David E Flatter,"Pahokee, FL",Airplane,,ERA13FA071,264619N
,091,Accident,"The pilot's failure to maintain altitude while maneuvering, which resulted in a collision with trees. Contributing to the accident was the pilot's decision to fly at a low altitude, which did not provide enough margin to recover from the descent.",0086626W,0.0,1.0,N3755Z,0.0,25-09-2020,,,"Walkerville, MI",Helicopter,,CEN13LA086,434030N
McConnell Airfield,091,Accident,A partial loss of engine power for reasons that could not be determined because postaccident examinations of the engine and fuel system revealed no anomalies that would have precluded normal operation. Contributing to the severity of the accident was the rear-seat pilots' decision to abort the landing with partial engine power and his failure to successfully perform a forced landing to an available airfield.,0792613W,2.0,1.0,N416DH,0.0,25-09-2020,5NC3,,"Carthage, NC",Airplane,,ERA13LA072,352030N
John E. Miller Field,091,Accident,The pilot's failure to maintain directional control of the airplane during the landing.,0915022W,0.0,2.0,N63MY,0.0,25-09-2020,42A,Christine Dawe,"Melbourne, AR",Airplane,,CEN13CA084,036418N
Ft. Lauderdale Executive,091,Accident,"The pilot's inadequate preflight planning, which resulted in fuel exhaustion and a total loss of engine power.",0801016W,0.0,1.0,N2196W,0.0,25-09-2020,FXE,Status Air,"Fort Lauderdale, FL",Airplane,,ERA13CA073,261131N
Collin County Regional,091,Accident,"The pilots inadequate flare, which resulted in a hard nosewheel landing.",0963519W,0.0,1.0,N737TY,0.0,25-09-2020,KTKI,TEXINS ASSOCIATION,"McKinney, TX",Airplane,,CEN13CA090,331037N
Private,091,Accident,The pilots failure to perform a go-around after encountering thick fog at night.,0954859W,1.0,1.0,N1566Z,0.0,25-09-2020,,KNAACK GAYLEN M,"Correctionville, IA",Airplane,,CEN13FA082,422659N
Animas Air Park,091,Accident,"The pilot's improper recovery from a bounced landing, and his failure to maintain airplane control during the go-around maneuver.",0107525W,0.0,1.0,N562BG,0.0,25-09-2020,00C,,"Durango, CO",Airplane,,CEN13CA083,037127N
Greensberg Municipal Airport,091,Accident,The pilot's failure to maintain airplane control while maneuvering in night instrument meteorological conditions due to spatial disorientation.,0852850W,0.0,1.0,N92315,0.0,25-09-2020,I34,Donald P. Horan,"Greensburg, IN",Airplane,,CEN13FA085,392026N
Kahului Airport,091,Accident,"The noninstrument-rated pilots spatial disorientation and subsequent failure to maintain airplane control while operating over water in dark night conditions with reduced visibility due to rain in the area. 
 ",1562715W,0.0,1.0,N3554Y,0.0,25-09-2020,OGG,KRALL JOSE H,"Kahului, HI",Airplane,,WPR13LA062,021134N
Stanly County Airport,091,Accident,The student pilot's failure to remain clear of the airplanes rotating propeller.,0008092W,0.0,1.0,N8475U,0.0,25-09-2020,VUJ,,"Albemarle, NC",Airplane,,ERA13LA075,035250N
COLLEGEDALE MUNI,091,Accident,Impact with trees and terrain during the landing approach likely due to the physiological incapacitation of the pilot.,0085031W,0.0,1.0,N9CA,0.0,25-09-2020,FGU,ANDREWS CLARENCE K JR,"Collegedale, TN",Airplane,,ERA13LA076,035310N
Randall Airport,091,Accident,The pilot's improper altitude management in the landing pattern that caused the glider to impact trees on final approach.,0742318W,0.0,0.0,N5787S,0.0,25-09-2020,06N,VALLEY SOARING CLUB INC,"Middletown, NY",Glider,,ERA13CA077,412532N
Billings,091,Accident,The pilots inability to maintain directional control during the landing roll because of the failure of the tailwheel support bracket.,1083234W,0.0,1.0,N49309,0.0,25-09-2020,BIL,,"Billings, MT",Airplane,,WPR13LA063,454827N
,NUSC,Incident,,,0.0,2.0,G-VIIK,0.0,25-09-2020,,BRITISH AIRWAYS PLC,"Shannon, Ireland",Airplane,SCHD,DCA13WA160,
Rochester International,091,Accident,"The pilots spatial disorientation during the instrument approach in night, instrument meteorological conditions, which resulted in the airplane descending below decision height and impacting terrain outside the lateral limits of the localizer. Contributing to the accident was the pilot's lack of recent instrument flight experience.",0923132W,0.0,1.0,N9853Q,4.0,25-09-2020,RST,"Southeastern Minnesota Flying Club, Inc.","Rochester, MN",Airplane,,CEN13LA088,043558N
Mekoryuk,135,Accident,The total loss of engine power as a result of a fractured first-stage compressor blade due to fatigue cracking. The source of the fatigue crack could not be determined due to secondary damage sustained to the fracture surface.,1662013W,0.0,1.0,N169LJ,1.0,25-09-2020,MYU,Hageland Aviation Services,"Mekoryuk, AK",Airplane,SCHD,ANC13LA012,060240N
McGhee Tyson Airport,091,Accident,The pilots decision to maneuver the airplane in close proximity to a hangar.,0083594W,0.0,2.0,N44PA,0.0,25-09-2020,TYS,Grande Aviation,"Knoxville, TN",Airplane,,ERA13CA081,035484N
Joliet Regional,091,Accident,An in-flight loss of control and impact with terrain for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.,0088031W,0.0,2.0,N4016A,0.0,25-09-2020,JOT,Bemidji Aviation Services Inc.,"Manhattan, IL",Airplane,,CEN13FA089,412250N
Easton/Newnam Field,091,Accident,The pilot's failure to maintain directional control while landing.,0007648W,0.0,1.0,N2835W,0.0,25-09-2020,ESN,Middle River Aviation,"Easton, MD",Airplane,,ERA13CA079,384815N
,129,Incident,,,0.0,,VH-VZL,0.0,03-11-2020,,QANTAS AIRWAYS LIMITED,"Perth, Australia",,SCHD,DCA13WA032,
,UNK,Accident,,,0.0,,C-FRSO,0.0,03-11-2020,,,"Slave Lake, Alberta, Canada",,,ANC13WA013,
,091,Accident,"The pilot's failure to properly maintain the airplane and engine, which resulted in a total loss of engine power due to improperly installed magnetos and a broken camshaft.",0931424W,0.0,1.0,N8775K,1.0,25-09-2020,,HUFF MIKE W,"Halfway, MO",Airplane,,CEN13LA091,037370N
,091,Accident,"The total loss of engine power for reasons that could not be determined because no mechanical engine malfunctions were identified and because the actual fuel load and distribution at the time of the accident could not be determined.",0093105W,0.0,1.0,N9493V,0.0,25-09-2020,,Roy Ricketts,"Gurdon, AR",Airplane,,CEN13LA095,335526N
LaGuardia,121,Accident,an inadvertant birdstrike on approach.,0735221W,0.0,2.0,N411ZW,0.0,25-09-2020,KLGA,Air Wisconsin,"New York, NY",Airplane,SCHD,DCA13CA066,404638N
Lenawee County,091,Accident,The student pilots improper flight control input during a go-around and his interference with the flight instructors attempted remedial actions.,0086711W,0.0,1.0,N448SS,0.0,25-09-2020,KADG,SKY WALKER FLIGHT SCHOOL LLC,"Adrian, MI",Airplane,,CEN13LA094,434240N
Flying Cloud,091,Accident,The pilot's failure to ensure the airplane was secured prior to attempting an engine start by handpropping.,0932719W,0.0,1.0,N8161M,0.0,25-09-2020,KFCM,"Glick Farms, Inc.","Eden Prairie, MN",Airplane,,CEN13CA093,444923N
Scottsdale Airport,091,Accident,"The pilot's visual disorientation, which resulted in a collision with the lake.",0111126W,1.0,1.0,N557AC,2.0,25-09-2020,KSDL,Blue Sky Helicopters,"Roosevelt Lake, AZ",Helicopter,,WPR13CA064,334412N
Abilene Regional Airport,091,Accident,The flight instructor's failure to conduct an autorotation following the loss of engine power due to fuel exhaustion. Contributing to the accident was the failure of the flight instructor and the student pilot to visually check fuel levels to ensure adequate fuel on board for the planned flight.,0994055W,0.0,1.0,N574H,0.0,25-09-2020,ABI,Pilot,"Abilene, TX",Helicopter,,CEN13LA099,322441N
Houston Southwest Airport,091,Accident,The loss of engine power during initial climb for reasons that could not be determined because postaccident examination of the engine did not reveal any anomalies that would have precluded normal operation.,0095271W,0.0,1.0,N172BJ,0.0,25-09-2020,AXH,Dutch Wings LLC,"Arcola, TX",Airplane,,CEN13LA104,029229N
,091,Accident,"An unsecured headset, which struck the leading edge of a tail rotor blade. Contributing to the accident was the pilot's inadequate safety briefing.",0011869W,0.0,1.0,N818CE,0.0,25-09-2020,,Southern California Edison Co.,"Pasadena, CA",Helicopter,,WPR13CA071,341330N
Tehachapi,091,Accident,"The non-instrument-rated pilot's continued descent into instrument meteorological conditions during the landing approach and his loss of situational awareness, which resulted in a collision with terrain.",1182621W,0.0,1.0,N8595V,0.0,25-09-2020,KTSP,,"Tehachapi, CA",Airplane,,WPR13CA065,003586N
Palm Beach County Park Airport,091,Accident,The pilot's failure to follow established engine-out procedures and to maintain a proper airspeed after the total loss of engine power on one of the airplanes two engines during the initial climb. Contributing to the accident was the total loss of engine power due to a loss of torque on the crankcase bolts for reasons that could not be determined because of impact- and fire-related damage to the engine.,0080432W,0.0,2.0,N297DB,0.0,25-09-2020,LNA,"Subway Development of Southeast Florida, Inc.","Lake Worth, FL",Airplane,,ERA13FA082,026365N
,UNK,Accident,,,0.0,1.0,D-EUEU,0.0,25-09-2020,,Not Provided by Authority,"Melbach, Germany",Airplane,NSCH,CEN13WA092,
CHARPING,091,Accident,The total loss of engine power for reasons that could not be determined because the examination of the engine did not reveal any anomalies that would have precluded normal operation.,0972426W,0.0,1.0,N280JM,2.0,25-09-2020,5TA1,,"Moody, TX",Airplane,,CEN13LA097,311126N
,091,Accident,"A loss of airplane control due to an undetermined avionics malfunction and the pilots inattention, which resulted in excessive airframe forces during the unusual attitude recovery. The reason for the avionics malfunction could not be determined because postaccident testing did not reveal any anomalies that would have precluded normal operation.",0096035W,0.0,2.0,N212M,0.0,25-09-2020,,MAKAIRA AIRCRAFT SALES LLC,"Detroit Lakes, MN",Airplane,,CEN13FA101,464915N
,129,Incident,,,0.0,,JA57AN,0.0,03-11-2020,,ALL NIPPON AIRWAYS CO LTD,"Shonai, Japan",,SCHD,DCA13WA033,
,NUSN,Accident,,,0.0,2.0,N345MC,0.0,03-11-2020,,,"Monterrey, Mexico",Airplane,,DCA13RA025,
Woodbridge Airport,091,Accident,A total loss of engine power during takeoff for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.,0895811W,0.0,1.0,N5172S,1.0,25-09-2020,6MS1,KDB LLC,"Brandon, MS",Airplane,,ERA13LA084,322721N
,135,Accident,"The inadvertent encounter with inclement weather, including snow, freezing rain, and reduced visibility conditions,  which led to the pilots spatial disorientation and loss of aircraft control. ",0089545W,0.0,2.0,N911BK,0.0,14-06-2021,,Air Methods Corporation,"Compton, IL",Helicopter,NSCH,CEN13FA096,414451N
Valdosta Regional Airport,091,Accident,"The noninstrument-rated pilots improper decision to depart in dark, night marginal visual flight rules conditions, which resulted in his spatial disorientation and subsequent loss of airplane control. ",0831056W,0.0,1.0,N840DS,0.0,25-09-2020,VLD,,"Lake Park, GA",Airplane,,ERA13FA083,304249N
Rawlins,091,Accident,"The pilot's failure to maintain main rotor rpm during takeoff, which resulted in a hard landing and subsequent rollover.",0107121W,0.0,1.0,N4073Q,2.0,25-09-2020,KRWL,SMITH DAVID L TRUSTEE,"Rawlins, WY",Helicopter,,WPR13CA067,414820N
De Kalb Taylor Municipal Airpo,091,Accident,"The improper engine overhaul by the airplane kit manufacturer, which resulted in a catastrophic engine failure.",0088453W,1.0,1.0,N512JA,0.0,25-09-2020,DKB,Pilot,"Dekalb, IL",Airplane,,CEN13LA103,415321N
Private airstrip,091,Accident,"The pilot's failure to perform an adequate preflight inspection of the airplane and obstruction of the aileron control system by snow and ice, which led to a loss of control during flight.",1005331W,0.0,1.0,N3471Z,0.0,25-09-2020,PVT,,"Okaton, SD",Airplane,,CEN13CA108,435310N
Lynchburg Regional Airport,091,Accident,"The student pilots improper flare, which resulted in a hard landing.",0791135W,0.0,1.0,N208AU,0.0,25-09-2020,LYH,AVERETT UNIVERSITY OF DANVILLE VA,"Lynchburg, VA",Airplane,,ERA13CA092,371919N
,NUSN,Accident,,0724029W,0.0,,HK4477G,0.0,03-11-2020,,,"Zulia, Colombia",,,ERA13WA089,008436N
,091,Accident,The airplane's impact with terrain for reasons that could not be determined during examination of the available evidence because of extensive impact damage and postimpact fire.,0963011W,0.0,1.0,N29NR,0.0,25-09-2020,,CNR AIRCRAFT INC,"Combine, TX",Airplane,,CEN13FA100,323037N
Juneau International Airport,091,Accident,"The collapse of the left main landing gear during the landing roll, as a result of fatigue cracking. Contributing to the accident was the improper maintenance of the landing gear.",1343434W,0.0,1.0,N1901Z,0.0,25-09-2020,PAJN,ALASKA FLIGHT CENTER INC,"Juneau, AK",Airplane,,ANC13LA016,582117N
Carey Airport,091,Accident,"The pilots failure to maintain helicopter control following a high-side governor failure for reasons that could not be determined during postaccident examination.",0085650W,0.0,1.0,N828X,1.0,25-09-2020,TN56,BARNETT DOUGLAS E,"Mayland, TN",Helicopter,,ERA13LA087,036420N
Murfreesboro Municipal,091,Accident,"The student pilots failure to maintain directional control during takeoff, which resulted in a runway excursion.",0862223W,1.0,1.0,N54500,0.0,25-09-2020,MBT,James K. Gardner,"Murfreesboro, TN",Airplane,NSCH,ERA13CA086,355223N
,091,Accident,The pilot's failure to maintain aircraft control and clearance from mountainous terrain while maneuvering at a low altitude in downdraft conditions.,0011333W,1.0,1.0,N480QP,1.0,25-09-2020,,Greg K Nickerson,"Dell, MT",Powered Parachute,,WPR13LA069,044428N
Sloulin International,091,Incident,"The snowplow drivers failure to ensure that the runway was clear before driving onto it, which resulted in a runway incursion with a departing airplane.",1033822W,0.0,2.0,N3108B,0.0,25-09-2020,ISN,Business Aviation Courier,"Williston, ND",Airplane,,CEN13IA107,481037N
Logan-Cache Airport,091,Accident,"The flight instructors delayed remedial action and inadequate supervision during a practice autorotation, which resulted in a failure to maintain adequate main rotor rpm. Contributing to the accident was the wet landing surface.",0111516W,0.0,1.0,N393LE,0.0,25-09-2020,LGU,Mountain Ridge Helicopters,"Logan, UT",Helicopter,,WPR13CA068,414729N
,091,Accident,"The pilots failure to regain airplane control following a sudden rapid descent during cruise flight, which resulted in an exceedance of the design stress limits of the aircraft and led to an in-flight structural failure. ",0114351W,0.0,2.0,N93CN,0.0,25-09-2020,,,"Ely, NV",Airplane,,WPR13FA070,039514N
Grawunder Field Airport,091,Accident,"The pilot's inadequate compensation for a sudden wind shift during the approach and landing, which resulted in a runway overrun.",0961442W,0.0,1.0,N735BV,0.0,25-09-2020,06R,ON FILE,"Bellview, TX",Airplane,,CEN13CA106,295627N
Newport News International,091,Accident,The pilots failure to properly monitor the flight controls (toe brake pedals) during engine start.,0762935W,0.0,1.0,N3915T,0.0,25-09-2020,PHF,"Rick Aviation, Inc","Newport News, VA",Airplane,,ERA13CA091,037755N
,091,Accident,"The pilots loss of control of the airplane after encountering icing conditions and heavy to extreme turbulence and the subsequent exceedance of the airplanes design limit, which led to an in-flight breakup. 
",1013451W,0.0,2.0,N67PS,0.0,25-09-2020,,ONEAL AVIATION LLC,"Amarillo, TX",Airplane,,CEN13FA105,345657N
,133,Accident,"The pilot's failure to stabilize the external load, which led to the synthetic long-line separating about midspan and the remaining line becoming entangled in the tail rotor gearbox output shaft and resulted in the separation of the tail rotor gearbox and subsequent loss of control. Contributing to the accident was the pilot's inadequate training.",1592925W,1.0,1.0,C-GYPH,0.0,25-09-2020,,PRISM HELICOPTERS INC,"Beluga, AK",Helicopter,,ANC13FA017,555510N
Fayetteville Regional,091,Accident,"The failure of the instrument-rated pilot to maintain control of the airplane while in instrument meteorological conditions after reporting a gyro malfunction. Contributing to the accident was the loss of primary gyro flight instruments due to the failure of the vacuum pump, the inadequate assistance provided by FAA ATC personnel, and the inadequate recurrent training of FAA ATC personnel in recognizing and responding to in-flight emergency situations.",0078578W,0.0,1.0,N5714W,0.0,25-09-2020,FAY,Virgil T. Deal,"Parkton, NC",Airplane,,ERA13FA088,345222N
,135,Accident,The pilot's loss of control while landing in gusting wind conditions.,0015243W,0.0,1.0,N121KT,0.0,25-09-2020,,RUSTAIR INC,"Skwentna, AK",Airplane,NSCH,ANC13CA018,615835N
,091,Accident,"The pilots decision to continue flight into instrument meteorological conditions, which resulted in his failure to maintain situational awareness and sufficient altitude to clear mountainous terrain. ",0119211W,0.0,1.0,N9524M,0.0,25-09-2020,,WILSON NICOL S,"Yosemite Valley, CA",Airplane,,WPR13FA312,374630N
Tom B. David,091,Accident,"The pilots impairment or incapacitation due to the effects of medication, worsening cardiac disease, or cardiac arrhythmia, which resulted in his loss of control of the airplane.",0845624W,0.0,1.0,N156FH,0.0,25-09-2020,CZL,,"Calhoun, GA",Airplane,,ERA13LA093,311945N
Central Nebraska Regional,091,Accident,"The student pilot's inadequate fuel management due to distraction by airport traffic, which resulted in a loss of engine power due to fuel starvation.",0981722W,0.0,1.0,N3573R,0.0,25-09-2020,KGRI,,"Grand Isle, NE",Airplane,,CEN13LA109,405731N
Libby,091,Accident,"The noncertificated pilots failure to maintain clearance from terrain while maneuvering to land in dark night conditions likely due to his geographic disorientation (lost). Contributing to the accident was the pilots improper decision to fly at night with a known visual limitation.",1152832W,0.0,2.0,N499SW,0.0,25-09-2020,S59,STINGER WELDING INC,"Libby, MT",Airplane,,WPR13FA073,481914N
Payson,135,Accident,"The airplanes inadvertent encounter, in night instrument meteorological conditions, with unforecast strong up- and downdrafts and possibly severe airframe icing conditions (which likely included supercooled large droplets that the airplane was not certificated to fly in) that led to the pilot's loss of airplane control.",1112816W,0.0,2.0,N62959,0.0,25-09-2020,PAN,Ameriflight,"Payson, AZ",Airplane,NSCH,WPR13FA072,034628N
,091,Accident,"The pilot's inadequate preflight planning and failure to monitor the fuel quantity during flight, which resulted in a total loss of engine power due to fuel exhaustion.",0082357W,0.0,1.0,N328GW,0.0,25-09-2020,,SCHURGERS FRANK,"Sarasota, FL",Airplane,,ERA13LA094,271835N
Graham Municipal,091,Accident,"The failure of an engine connecting rod and the subsequent loss of oil pressure, which resulted in a total loss of engine power.",0098322W,0.0,1.0,N3134G,0.0,25-09-2020,KRPH,,"Graham, TX",Airplane,,CEN13LA111,033645N
Ingalls Field Airport,091,Accident,The pilots failure to maintain airplane control while attempting to land in crosswind conditions.,0079501W,0.0,1.0,N5813L,0.0,25-09-2020,HSP,ALL AVIATION WEST COAST INC,"Hot Springs, VA",Airplane,,ERA13CA090,037573N
Goose Creek Airport,091,Accident,"The flight instructors failure to maintain adequate glidepath and airspeed control during short final approach and the airplanes improper touchdown point, which resulted in a runway overrun.",0080358W,0.0,1.0,N50757,0.0,25-09-2020,28A,Bamert Aviation LLC,"Indian Trail, NC",Airplane,,ERA13LA095,003579N
"Phuket, Thailand",NUSC,Incident,,,0.0,2.0,D-ABXA,0.0,03-11-2020,HKT,Air Berlin,"Phuket, Thailand",Airplane,SCHD,ENG13RA009,
,NUSN,Accident,,0093234E,0.0,,HB-RXC,1.0,03-11-2020,,Hanspeter Stricker,"Ruthi, Eswatini",,,CEN13WA146,471717N
Las Cruces International,091,Accident,"The pilot's failure to properly manage the airplane's fuel, which resulted in engine failure due to fuel starvation.",1065236W,0.0,2.0,N30WC,1.0,25-09-2020,KLRU,Sean M. Tommervik,"Las Cruces, NM",Airplane,,CEN13LA110,321515N
WILL ROGERS WORLD,PUBU,Accident,"The flight crew's decision to fly close behind a heavy airplane, which did not ensure there was adequate distance and time in order to avoid a wake turbulence encounter with the preceding heavy airplanes wake vortex, which resulted in a loss of airplane control during final approach.",0973519W,0.0,2.0,N753CC,1.0,25-09-2020,OKC,UNITED STATES CUSTOMS SERVICE,"Oklahoma City, OK",Airplane,,CEN13TA113,352415N
Eveleth-Virginia Muncipal,091,Accident,"The student pilots improper landing flare, which resulted in a hard nosewheel landing.",0922953W,0.0,1.0,N9660H,0.0,25-09-2020,KEVM,TACONITE AVIATION INC,"Eveleth, MN",Airplane,,CEN13CA112,472530N
,129,Accident,,,2.0,,C-GFWX,6.0,03-11-2020,,PERIMETER AVIATION LTD,"Sanikiluaq, Canada",,SCHD,DCA13WA034,
Private,091,Accident,"The pilots failure to maintain aircraft control while maneuvering in the traffic pattern. ",0114026W,0.0,1.0,N618TC,0.0,25-09-2020,none,,"Wellton, AZ",Gyrocraft,,WPR13FA074,323932N
,091,Accident,"The reinstallation of improper connecting rods at engine overhaul, which resulted in abnormal wear of the connecting rod bearings; while the bearings did not meet the manufacturers specifications, the use of the unapproved connecting rods more likely caused the bearing wear.
",0773435W,1.0,1.0,N2074T,0.0,25-09-2020,,AERO TOO INC,"Lock Haven, PA",Airplane,,ERA13LA097,041300N
,091,Accident,"The pilots improper decision to land the helicopter in a position that placed the tail rotor near tarps, which resulted in the tarps being lifted into the tail rotor, subsequent tail rotor damage, a loss of tail rotor authority, and an uncommanded tail rotor rotation.",0933220W,0.0,1.0,N27AT,1.0,25-09-2020,,,"Corcoran, MN",Helicopter,,CEN13LA115,045853N
Boca Raton Airport,091,Accident,"The pilot's improper landing flare after a loss of engine power shortly after takeoff, which resulted in a hard landing. The reason for the loss of engine power could not be determined based on the available information.",0080617W,0.0,1.0,N4340G,0.0,25-09-2020,BCT,,"Boca Raton, FL",Airplane,,ERA13LA099,262226N
,091,Accident,"The pilot's inadequate preflight planning, which resulted in fuel exhaustion and a subsequent total loss of power in both engines during cruise flight. Contributing to the accident was the pilots use of prescription and illicit drugs, which likely impaired his judgment.",0814844W,1.0,2.0,N78WM,0.0,25-09-2020,,,"Leesburg, FL",Airplane,,ERA13FA096,285150N
Twin-Oaks Airport,091,Accident,"The pilot's failure to attain a proper pitch attitude and airspeed during initial climb, which resulted in an aerodynamic stall.",0098286W,1.0,1.0,N84NS,1.0,25-09-2020,T94,Pilot,"San Antonio, TX",Airplane,,CEN13LA116,293413N
McAllen Medical Center Heli,091,Accident,The pilots failure to maintain clearance with a parked helicopter during takeoff.,0981339W,0.0,1.0,N489AE,0.0,25-09-2020,KMFE,Air Evac EMS,"McAllen, TX",Helicopter,,CEN13CA114,261111N
,NUSC,Accident,,,11.0,,XY-AGC,0.0,03-11-2020,,Air Bagan,"Heho, Bermuda",,SCHD,DCA13WA041,
Malcolm McKinnon Airport,091,Accident,The pilots failure to maintain airplane control while landing in gusting wind conditions.,0812316W,0.0,1.0,N281MC,2.0,25-09-2020,SSI,Oswaldo Seda,"Brunswick, GA",Airplane,,ERA13CA098,031911N
Pará de Minas,NUSN,Accident,,0044357W,0.0,1.0,PR-NAX,0.0,03-11-2020,SNPA,,"Minas City, Brazil",Airplane,,ERA13WA103,019506S
Memphis,121,Accident,"the operator's failure to provide appropriate training and documentation for ground personnel, leading the marshaller to inadvertently guide the airplane into the collision.",0895836W,0.0,3.0,N612FE,0.0,25-09-2020,KMEM,FEDERAL EXPRESS CORP,"Memphis, TN",Airplane,NSCH,DCA13CA035,035233N
Cozumel International Airport,NUSN,Accident,,,0.0,,XB-JJE,0.0,03-11-2020,,,"Cozumel, Mexico",Airplane,,CEN13WA178,
Middle Bass Island Arpt,135,Accident,"The pilot did not attain the proper touchdown point during landing, which resulted in impact with the edge of the runway surface.",0824829W,0.0,1.0,N428S,0.0,25-09-2020,3T7,"Griffing Flying Service, Inc.","Middle Bass Island, OH",Airplane,NSCH,CEN13CA125,414118N
